credit_utilization,age,missed_30_59,debt_ratio,monthly_income,open_credit_lines,missed_90_plus,real_estate_loans,missed_60_89,dependents,income_was_missing,debt_to_income,total_missed_payments,income_per_dependent,high_credit_utilization,ever_seriously_late,age_group_26-35,age_group_36-50,age_group_51-65,age_group_65+
0.750873672,55,2,0.316416365,7723.0,17,0,1,0,1.0,0,2443.6835868949997,2,3861.5,1,0,False,False,True,False
0.006799093,27,1,0.681045752,764.0,3,0,0,0,0.0,0,520.318954528,1,764.0,0,0,True,False,False,False
0.004264079,31,0,0.111444278,2000.0,6,1,0,0,2.0,0,222.888556,1,666.6666666666666,0,1,True,False,False,False
0.26948375,64,0,0.16106176,9455.0,13,0,1,0,3.0,0,1522.8389408,0,2363.75,0,0,False,False,True,False
0.265898391,36,0,0.262611807,8384.0,6,0,2,0,1.0,0,2201.7373898879996,0,4192.0,0,0,False,True,False,False
0.827708197,56,0,0.369590815,6793.0,15,1,1,0,0.0,0,2510.6304062950003,1,6793.0,1,1,False,False,True,False
0.13306279,49,1,0.182881653,10257.0,9,0,2,0,3.0,0,1875.8171148210001,1,2564.25,0,0,False,True,False,False
0.234218112,36,0,0.116614347,8600.0,19,0,0,0,3.0,0,1002.8833841999999,0,2150.0,0,0,False,True,False,False
0.122295933,29,0,0.694646949,4800.0,5,0,1,0,0.0,0,3334.3053552,0,4800.0,0,0,True,False,False,False
0.460376317,37,0,0.074155949,4975.0,6,0,0,0,0.0,0,368.92584627499997,0,4975.0,1,0,False,True,False,False
0.335558577,69,0,0.270448637,15000.0,14,0,2,0,1.0,0,4056.729555,0,7500.0,1,0,False,False,False,True
0.270522569,41,0,2.797698945,1042.0,11,0,2,0,2.0,0,2915.20230069,0,347.3333333333333,0,0,False,True,False,False
0.183316667,52,0,0.111131623,10833.0,14,0,2,0,1.0,0,1203.888871959,0,5416.5,0,0,False,False,True,False
0.074861676,66,0,0.208842479,4500.0,3,0,1,0,0.0,0,939.7911555,0,4500.0,0,0,False,False,False,True
0.017258977,53,0,2.604510673,12414.0,13,0,1,0,2.0,0,32332.395494622,0,4138.0,0,0,False,False,True,False
0.054497069,56,0,0.492021814,4950.0,18,0,2,0,0.0,0,2435.5079793,0,4950.0,0,0,False,False,True,False
0.029164236,31,0,0.395031809,3300.0,10,0,1,0,0.0,0,1303.6049697,0,3300.0,0,0,True,False,False,False
0.0,58,0,0.316144874,4886.0,9,0,1,0,1.0,0,1544.6838543640001,0,2443.0,0,0,False,False,True,False
0.003749688,64,0,0.004061231,3200.0,5,0,0,1,0.0,0,12.9959392,1,3200.0,0,0,False,False,True,False
0.734477501,45,0,0.591477634,4716.0,13,0,2,0,2.0,0,2789.408521944,0,1572.0,1,0,False,True,False,False
0.080564168,60,0,0.487288997,4916.0,15,0,2,0,0.0,0,2395.512709252,0,4916.0,0,0,False,False,True,False
0.023767433,83,0,0.123797734,10500.0,13,0,0,0,0.0,0,1299.876207,0,10500.0,0,0,False,False,False,True
0.888822236,34,0,0.368403802,3050.0,4,0,0,0,1.0,0,1123.6315961,0,1525.0,1,0,True,False,False,False
0.791173628,44,0,0.51241535,3100.0,5,0,1,0,0.0,0,1588.487585,0,3100.0,1,0,False,True,False,False
0.24535301,37,0,0.288417167,6500.0,11,1,1,1,0.0,0,1874.7115854999997,2,6500.0,0,1,False,True,False,False
0.542242704,48,2,10.0,5461.0,2,0,0,0,0.0,1,54610.0,2,5461.0,1,0,False,True,False,False
0.010531379,57,0,0.280664917,5714.0,6,0,1,0,0.0,0,1603.7193357380002,0,5714.0,0,0,False,False,True,False
0.363199686,32,0,0.480523957,2900.0,4,0,1,0,0.0,0,1393.5194753,0,2900.0,1,0,True,False,False,False
0.032617977,75,0,0.006799093,7500.0,4,0,0,0,0.0,0,50.9931975,0,7500.0,0,0,False,False,False,True
0.019387779,34,0,0.32591852,4000.0,9,0,1,0,0.0,0,1303.67408,0,4000.0,0,0,True,False,False,False
0.634485057,52,0,0.138238573,2690.0,2,0,0,0,0.0,0,371.86176137,0,2690.0,1,0,False,False,True,False
0.888008615,44,0,0.299246282,4908.0,8,0,0,0,1.0,0,1468.7007520559998,0,2454.0,1,0,False,True,False,False
0.003108849,57,0,0.258939285,8333.0,7,0,1,0,0.0,0,2157.741061905,0,8333.0,0,0,False,False,True,False
0.114830941,46,0,0.026235802,6250.0,6,0,0,0,3.0,0,163.9737625,0,1562.5,0,0,False,True,False,False
0.018886792,80,0,0.003478779,10060.0,5,0,0,0,0.0,0,34.99651674,0,10060.0,0,0,False,False,False,True
0.635415157,32,0,0.519493502,3000.0,4,0,1,0,1.0,0,1558.4805059999999,0,1500.0,1,0,True,False,False,False
0.9999999,62,0,0.664221287,8314.0,8,0,3,0,0.0,0,5522.335780118,0,8314.0,1,0,False,False,True,False
0.096737158,47,0,0.009748781,8000.0,2,0,0,0,2.0,0,77.990248,0,2666.6666666666665,0,0,False,True,False,False
0.31844615,58,0,1.382629108,3833.0,26,0,4,0,0.0,0,5299.617370964,0,3833.0,1,0,False,False,True,False
0.186987534,52,0,0.023993145,3500.0,4,0,0,0,0.0,0,83.97600750000001,0,3500.0,0,0,False,False,True,False
0.006541851,68,0,0.108089191,10000.0,10,0,2,0,1.0,0,1080.89191,0,5000.0,0,0,False,False,False,True
0.180972181,39,1,0.384441575,3097.0,7,0,1,0,3.0,0,1190.6155577749998,1,774.25,0,0,False,True,False,False
0.00750765,74,0,7.0,5461.0,4,0,0,0,0.0,1,38227.0,0,5461.0,0,0,False,False,False,True
0.06790706,46,0,0.149103029,10200.0,6,0,2,0,0.0,0,1520.8508958,0,10200.0,0,0,False,True,False,False
0.033461782,44,0,1.243362832,4067.0,5,0,2,0,1.0,0,5056.756637744001,0,2033.5,0,0,False,True,False,False
0.015271802,68,0,0.12290366,8168.0,6,0,0,0,0.0,0,1003.87709488,0,8168.0,0,0,False,False,False,True
0.51712072,31,0,0.123752495,500.0,3,0,0,0,0.0,0,61.876247500000005,0,500.0,1,0,True,False,False,False
0.317975796,34,0,0.297933792,4500.0,11,0,2,0,0.0,0,1340.7020639999998,0,4500.0,1,0,True,False,False,False
0.297594642,67,0,0.239507959,4145.0,13,0,0,0,0.0,0,992.760490055,0,4145.0,0,0,False,False,False,True
0.444837661,58,0,0.366545247,14000.0,9,0,2,1,4.0,0,5131.633458,1,2800.0,1,0,False,False,True,False
0.003722015,58,0,0.63332301,3228.0,5,0,1,0,0.0,0,2044.36667628,0,3228.0,0,0,False,False,True,False
0.0,61,0,0.2226598,3300.0,14,0,1,0,0.0,0,734.77734,0,3300.0,0,0,False,False,True,False
0.0,59,0,0.218854341,19167.0,13,0,2,0,0.0,0,4194.781153947,0,19167.0,0,0,False,False,True,False
0.151912549,36,0,0.266394467,12000.0,22,0,2,0,0.0,0,3196.7336040000005,0,12000.0,0,0,False,True,False,False
0.0,59,0,0.351699622,4500.0,12,0,1,0,0.0,0,1582.648299,0,4500.0,0,0,False,False,True,False
0.011498563,77,0,0.001998002,1000.0,1,0,0,0,0.0,0,1.998002,0,1000.0,0,0,False,False,False,True
0.0,48,0,0.517468688,4550.0,7,0,2,0,0.0,0,2354.4825304,0,4550.0,0,0,False,True,False,False
0.163037489,81,0,0.086482558,2751.0,7,0,0,0,1.0,0,237.913517058,0,1375.5,0,0,False,False,False,True
0.047311582,51,0,0.100920343,3150.0,5,0,0,0,0.0,0,317.89908045,0,3150.0,0,0,False,False,True,False
0.083880003,53,0,0.199647533,7943.0,8,0,1,0,0.0,0,1585.800354619,0,7943.0,0,0,False,False,True,False
0.089478348,56,0,1.065901518,2700.0,11,0,1,0,2.0,0,2877.9340986,0,900.0,0,0,False,False,True,False
0.773519223,63,0,1.129227053,4139.0,12,0,1,0,1.0,0,4673.8707723669995,0,2069.5,1,0,False,False,True,False
0.093962275,55,0,0.112051635,9450.0,6,0,2,0,0.0,0,1058.88795075,0,9450.0,0,0,False,False,True,False
0.21955042,54,0,0.315983758,5417.0,20,0,2,0,1.0,0,1711.684017086,0,2708.5,0,0,False,False,True,False
0.147996253,55,0,0.323088235,6799.0,5,0,1,0,0.0,0,2196.676909765,0,6799.0,0,0,False,False,True,False
0.243872021,53,0,0.534027778,8639.0,22,0,2,0,3.0,0,4613.465974142,0,2159.75,0,0,False,False,True,False
0.116676791,31,0,0.343593791,3800.0,7,0,1,0,0.0,0,1305.6564058,0,3800.0,0,0,True,False,False,False
0.9999999,38,0,0.43369976,5821.0,7,0,1,0,4.0,0,2524.56630296,0,1164.2,1,0,False,True,False,False
0.496911825,40,0,0.452363811,12500.0,11,0,2,0,2.0,0,5654.5476375,0,4166.666666666667,1,0,False,True,False,False
0.130902106,48,1,0.427882174,3937.0,17,0,1,0,0.0,0,1684.572119038,1,3937.0,0,0,False,True,False,False
0.54699881,50,0,0.748071979,3500.0,9,0,2,0,3.0,0,2618.2519265,0,875.0,1,0,False,True,False,False
0.072277109,34,0,0.025911708,2083.0,2,0,0,0,0.0,0,53.974087764,0,2083.0,0,0,True,False,False,False
0.0,48,2,0.370876375,3000.0,14,0,1,0,5.0,0,1112.629125,2,500.0,0,0,False,True,False,False
0.175932019,57,1,0.655812625,3500.0,9,0,1,0,1.0,0,2295.3441875000003,1,1750.0,0,0,False,False,True,False
0.050789842,30,0,0.315171207,4000.0,4,0,1,0,1.0,0,1260.684828,0,2000.0,0,0,True,False,False,False
0.0,28,0,0.144616356,3166.0,7,0,0,0,0.0,0,457.855383096,0,3166.0,0,0,True,False,False,False
0.21286031,36,0,0.563752087,9583.0,10,0,2,0,1.0,0,5402.436249721,0,4791.5,0,0,False,True,False,False
0.012682366,60,0,0.412979783,6825.0,20,0,2,0,0.0,0,2818.587018975,0,6825.0,0,0,False,False,True,False
0.121557062,58,0,0.342971419,12000.0,23,0,2,0,4.0,0,4115.657028,0,2400.0,0,0,False,False,True,False
0.040795358,49,0,0.801999355,3100.0,11,0,1,0,0.0,0,2486.1980005,0,3100.0,0,0,False,True,False,False
0.147712223,40,0,0.034847816,6800.0,6,0,0,0,3.0,0,236.96514879999998,0,1700.0,0,0,False,True,False,False
0.0,63,0,2.0,5461.0,4,0,0,0,0.0,1,10922.0,0,5461.0,0,0,False,False,True,False
0.0,50,1,0.726566993,3477.0,5,0,1,0,1.0,0,2526.273434661,1,1738.5,0,0,False,True,False,False
1.046279103,47,1,1.104301274,5416.0,6,0,2,0,1.0,0,5980.895699984,1,2708.0,1,0,False,True,False,False
0.323719804,63,0,0.610841267,5146.0,9,0,2,0,2.0,0,3143.389159982,0,1715.3333333333333,1,0,False,False,True,False
0.36459777,42,0,0.593899089,6916.0,7,0,3,0,0.0,0,4107.406099524,0,6916.0,1,0,False,True,False,False
0.637736406,54,2,3.382196162,1875.0,9,0,2,0,0.0,0,6341.61780375,2,1875.0,1,0,False,False,True,False
0.170103002,36,0,0.138461538,7734.0,8,0,0,0,0.0,0,1070.861534892,0,7734.0,0,0,False,True,False,False
0.771845631,33,0,0.852429514,5000.0,7,0,3,0,0.0,0,4262.14757,0,5000.0,1,0,True,False,False,False
0.05538241,72,0,0.089091313,4500.0,4,0,0,0,0.0,0,400.9109085,0,4500.0,0,0,False,False,False,True
0.16653274,53,0,0.543625949,7506.0,11,0,3,0,3.0,0,4080.456373194,0,1876.5,0,0,False,False,True,False
0.008632035,79,0,0.365151154,4200.0,9,0,1,0,0.0,0,1533.6348467999999,0,4200.0,0,0,False,False,False,True
0.13527952,58,0,0.342005076,9455.0,11,0,2,0,2.0,0,3233.65799358,0,3151.6666666666665,0,0,False,False,True,False
0.167571389,69,0,0.330733853,5000.0,10,0,1,0,1.0,0,1653.6692650000002,0,2500.0,0,0,False,False,False,True
0.9999999,69,0,0.005319149,2255.0,0,1,0,0,3.0,0,11.994680995,1,563.75,1,1,False,False,False,True
0.068335151,75,0,0.010927876,10065.0,9,0,0,0,0.0,0,109.98907194,0,10065.0,0,0,False,False,False,True
0.0,41,0,0.907538526,2400.0,6,0,1,0,0.0,0,2178.0924624,0,2400.0,0,0,False,True,False,False
0.405183973,46,0,0.667835346,7700.0,22,0,2,0,1.0,0,5142.3321642,0,3850.0,1,0,False,True,False,False
0.676195456,55,0,0.436665827,3970.0,10,1,1,0,0.0,0,1733.56333319,1,3970.0,1,1,False,False,True,False
0.085338293,51,0,0.477503628,6200.0,11,0,1,0,0.0,0,2960.5224936,0,6200.0,0,0,False,False,True,False
0.0,25,0,0.152896812,2916.0,3,0,0,1,0.0,0,445.847103792,1,2916.0,0,0,False,False,False,False
0.786485406,44,0,0.291709578,3883.0,7,2,0,2,1.0,0,1132.708291374,4,1941.5,1,1,False,True,False,False
0.03833451,56,0,0.438912218,5000.0,7,0,2,0,0.0,0,2194.56109,0,5000.0,0,0,False,False,True,False
0.714980139,55,0,0.47090194,15000.0,12,0,2,0,3.0,0,7063.529100000001,0,3750.0,1,0,False,False,True,False
0.043032042,64,0,0.332016389,6833.0,14,0,2,0,0.0,0,2268.667986037,0,6833.0,0,0,False,False,True,False
1.095083357,53,5,0.536703799,3500.0,7,1,1,2,0.0,0,1878.4632964999998,8,3500.0,1,1,False,False,True,False
0.9999999,55,0,0.156259612,3250.0,5,0,0,0,4.0,0,507.84373899999997,0,650.0,1,0,False,False,True,False
0.101430135,80,1,0.016196761,5000.0,9,0,0,0,0.0,0,80.983805,1,5000.0,0,0,False,False,False,True
0.762158561,44,4,0.224465502,21000.0,5,0,1,0,3.0,0,4713.775542,4,5250.0,1,0,False,True,False,False
0.231692268,40,0,0.119660709,3300.0,7,0,0,0,0.0,0,394.88033970000004,0,3300.0,0,0,False,True,False,False
0.035489848,69,0,0.308438695,3400.0,9,0,1,0,0.0,0,1048.6915629999999,0,3400.0,0,0,False,False,False,True
0.045423864,64,0,0.181311286,5200.0,4,0,1,0,0.0,0,942.8186871999999,0,5200.0,0,0,False,False,True,False
0.311954668,61,0,0.269281443,9866.0,12,0,2,0,2.0,0,2656.730716638,0,3288.6666666666665,1,0,False,False,True,False
0.078738916,46,0,0.166215372,4800.0,6,0,1,0,4.0,0,797.8337856,0,960.0,0,0,False,True,False,False
0.137609462,49,0,0.429533892,7272.0,11,0,2,0,0.0,0,3123.570462624,0,7272.0,0,0,False,True,False,False
0.030173038,64,0,0.17386957,9000.0,8,0,1,0,0.0,0,1564.82613,0,9000.0,0,0,False,False,True,False
0.021978375,40,0,0.443755624,10000.0,12,0,5,0,2.0,0,4437.55624,0,3333.3333333333335,0,0,False,True,False,False
0.443696851,27,0,0.024340075,5833.0,4,0,0,0,0.0,0,141.975657475,0,5833.0,1,0,True,False,False,False
0.046640328,92,1,0.034326669,2650.0,13,0,0,0,0.0,0,90.96567284999999,1,2650.0,0,0,False,False,False,True
0.292365949,50,0,0.420180551,8750.0,8,0,2,0,0.0,0,3676.57982125,0,8750.0,0,0,False,True,False,False
0.9999999,66,1,0.358101135,1937.0,4,1,0,0,0.0,0,693.6418984950001,2,1937.0,1,1,False,False,False,True
0.013500824,53,0,0.183464028,19000.0,8,0,1,0,2.0,0,3485.816532,0,6333.333333333333,0,0,False,False,True,False
0.9999999,62,0,0.04965839,6000.0,1,0,0,0,0.0,0,297.95034,0,6000.0,1,0,False,False,True,False
0.028113957,61,0,0.031349387,2200.0,12,0,0,0,0.0,0,68.9686514,0,2200.0,0,0,False,False,True,False
0.593985244,63,0,0.332698534,5250.0,4,0,2,0,0.0,0,1746.6673035,0,5250.0,1,0,False,False,True,False
0.017508178,73,1,0.135589153,4166.0,12,0,1,0,0.0,0,564.8644113979999,1,4166.0,0,0,False,False,False,True
0.611865678,72,0,0.04578345,7600.0,3,0,1,0,0.0,0,347.95422,0,7600.0,1,0,False,False,False,True
0.333060631,52,3,0.700153374,5215.0,15,0,2,1,0.0,0,3651.2998454099998,4,5215.0,1,0,False,False,True,False
0.009025178,45,0,0.376836435,8167.0,4,0,1,0,2.0,0,3077.623164645,0,2722.3333333333335,0,0,False,True,False,False
0.260271523,44,0,0.296854804,6962.0,11,0,1,0,0.0,0,2066.703145448,0,6962.0,0,0,False,True,False,False
0.455950788,63,1,0.701766078,6001.0,19,0,2,0,0.0,0,4211.298234078,1,6001.0,1,0,False,False,True,False
0.080288098,37,0,0.322446259,6000.0,7,0,1,0,0.0,0,1934.677554,0,6000.0,0,0,False,True,False,False
1.953488372,38,0,0.153500141,3556.0,5,0,0,0,2.0,0,545.846501396,0,1185.3333333333333,1,0,False,True,False,False
0.181557324,36,0,0.56071964,2000.0,7,0,1,0,1.0,0,1121.4392799999998,0,1000.0,0,0,False,True,False,False
0.147123525,41,0,0.436025621,6400.0,5,0,1,0,2.0,0,2790.5639744,0,2133.3333333333335,0,0,False,True,False,False
0.025601772,63,1,0.262773723,10000.0,8,0,1,0,0.0,0,2627.73723,1,10000.0,0,0,False,False,True,False
0.0,76,0,0.002465931,7704.0,3,0,0,0,0.0,0,18.997532424000003,0,7704.0,0,0,False,False,False,True
0.196372799,43,0,0.537485582,2600.0,10,0,1,0,0.0,0,1397.4625131999999,0,2600.0,0,0,False,True,False,False
0.083945242,64,0,0.588073078,2900.0,6,0,1,0,0.0,0,1705.4119262,0,2900.0,0,0,False,False,True,False
0.034833091,67,0,0.460246187,12916.0,9,0,2,0,0.0,0,5944.539751292,0,12916.0,0,0,False,False,False,True
0.787522133,52,0,0.353860086,4416.0,12,0,0,0,1.0,0,1562.6461397760002,0,2208.0,1,0,False,False,True,False
0.125429152,55,0,0.476704659,5000.0,3,0,2,0,0.0,0,2383.523295,0,5000.0,0,0,False,False,True,False
0.06037487,42,0,0.578676723,5833.0,17,0,2,0,2.0,0,3375.421325259,0,1944.3333333333333,0,0,False,True,False,False
0.9999999,28,0,0.0,5461.0,0,0,0,0,0.0,1,0.0,0,5461.0,1,0,True,False,False,False
0.295928252,47,0,0.283765445,14000.0,6,0,2,0,1.0,0,3972.71623,0,7000.0,0,0,False,True,False,False
0.973339258,61,1,0.209961825,5500.0,11,0,0,1,1.0,0,1154.7900375,2,2750.0,1,0,False,False,True,False
0.002856735,73,0,0.000285687,10500.0,10,0,0,0,0.0,0,2.9997135000000004,0,10500.0,0,0,False,False,False,True
0.9999999,68,0,0.040493251,6000.0,0,0,0,0,0.0,0,242.959506,0,6000.0,1,0,False,False,False,True
0.053431552,41,0,0.20364404,9000.0,3,0,1,0,0.0,0,1832.79636,0,9000.0,0,0,False,True,False,False
0.732660667,44,2,0.14041952,9200.0,15,0,1,0,0.0,0,1291.859584,2,9200.0,1,0,False,True,False,False
0.084220458,42,0,0.458551158,6694.0,26,0,2,0,4.0,0,3069.541451652,0,1338.8,0,0,False,True,False,False
0.114561798,40,0,0.359964004,10000.0,20,0,2,0,2.0,0,3599.64004,0,3333.3333333333335,0,0,False,True,False,False
0.012151003,78,0,0.008886914,4500.0,12,0,0,0,0.0,0,39.991113,0,4500.0,0,0,False,False,False,True
0.081310737,81,0,0.165566887,3333.0,4,0,0,0,0.0,0,551.834434371,0,3333.0,0,0,False,False,False,True
0.09811305,49,0,0.257017809,6625.0,9,0,2,0,0.0,0,1702.742984625,0,6625.0,0,0,False,True,False,False
1.048210842,58,7,0.151956584,3500.0,12,0,0,0,0.0,0,531.8480440000001,7,3500.0,1,0,False,False,True,False
0.011883886,54,0,0.092913547,9750.0,8,0,1,0,2.0,0,905.90708325,0,3250.0,0,0,False,False,True,False
0.75264947,33,1,0.058322869,7166.0,6,0,0,0,0.0,0,417.941679254,1,7166.0,1,0,True,False,False,False
0.112321289,53,0,0.266909775,8500.0,9,0,1,0,5.0,0,2268.7330875000002,0,1416.6666666666667,0,0,False,False,True,False
0.0,23,0,0.0,1725.0,1,0,0,0,0.0,0,0.0,0,1725.0,0,0,False,False,False,False
0.634327056,49,1,0.123125125,15000.0,7,0,0,0,1.0,0,1846.876875,1,7500.0,1,0,False,True,False,False
0.15576324,44,0,0.278077082,4825.0,4,0,1,0,2.0,0,1341.72192065,0,1608.3333333333333,0,0,False,True,False,False
0.0,63,0,0.007988922,9387.0,9,0,0,0,0.0,0,74.99201081400001,0,9387.0,0,0,False,False,True,False
0.034645112,65,0,0.125189985,12500.0,4,0,1,0,1.0,0,1564.8748125,0,6250.0,0,0,False,False,True,False
0.412398622,28,0,0.037259615,4991.0,5,0,0,0,0.0,0,185.962738465,0,4991.0,1,0,True,False,False,False
0.046710961,66,0,1.117952819,2500.0,12,0,1,0,0.0,0,2794.8820475,0,2500.0,0,0,False,False,False,True
0.976531824,32,0,0.264078812,6800.0,6,0,0,0,2.0,0,1795.7359216,0,2266.6666666666665,1,0,True,False,False,False
0.007982621,43,1,0.009691169,208333.0,11,0,1,0,1.0,0,2018.9903112769998,1,104166.5,0,0,False,True,False,False
